Scientific Name	Scientific Name Synonyms	English Name	English Name Synonyms	Species Code	Element Code	Global Status	Global Status Review Date	Prov Status	Prov Status Review Date	Prov Status Change Date	COSEWIC	COSEWIC Comments	BC List	Provincial FRPA	Land Use Objectives	Ecosection	Prov Wildlife Act	GOERT	MBCA	SARA	SARA Comments	General Status Canada	CITES	Name Category	Class (English)	Species Level	Kingdom	Phylum	Class	Order	Family	Forest Dist	MOE Region	Regional Dist	Municipality	BGC	Habitat Subtype	Origin	Presence	Breeding Bird	Ecosystem Group	Endemic	CDC Maps	Mapping Status	
Mustela frenata altifrontalis		Long-tailed Weasel, Altifrontalis Subspecies		M-MUFR-AL	AMAJF02034	G5TNR		SH	March 18, 2011	March 18, 2011	 	 	Red	 		 						 		Vertebrate Animal	mammals	Subspecies	Animalia	Craniata	Mammalia	Carnivora	Mustelidae	DCK	2	MVRD;FVRD	 	CDF;CWH;MH	Bog;Fen;Swamp;Marsh;Riparian Forest;Riparian Shrub;Sub-soil;Pasture/Old Field;Cultivated Field;Hedgerow;Cliff;Rock/Sparsely Vegetated Rock;Talus;Tundra;Avalanche Track;Meadow;Grassland;Shrub - Natural;Deciduous/Broadleaf Forest;Conifer Forest - Mesic (average);Conifer Forest - Dry;Conifer Forest - Moist/wet;Mixed Forest (deciduous/coniferous mix);Urban/Suburban;Riparian Herbaceous;Gravel Bar;Alpine/Subalpine Meadow;Alpine Grassland	Native	Regularly occurring		 	N	W	No known extant occurences. There is no evidence that it is extirpated as surveys have not been done.	
Myodes gapperi occidentalis	Clethrionomys gapperi occidentalis	Southern Red-backed Vole, Occidentalis Subspecies		M-MYGA-OC	AMAFF0902B	G5T5	April 04, 2016	S1	December 08, 2006	December 09, 1999	 	 	Red	 		 						 		Vertebrate Animal	mammals	Subspecies	Animalia	Craniata	Mammalia	Rodentia	Cricetidae	DCK	2	EKRD;MVRD	Delta;Radium Hot Springs;Elkford;Fernie	CDF;CWH	Bog;Riparian Forest;Conifer Forest - Moist/wet	Native	Regularly occurring		 	N	Y		
Myosurus minimus - Montia spp. - Limnanthes macounii		Tiny Mousetail - Montias - Macoun's Meadow-foam		 	CEBC001048	G2		S1	July 10, 2013	June 15, 2000	 	 	Red	 		NAL;SGI						 		Ecological Community		 	Plant Community	 	 	 	 	DSI	1	CRD;CVRD;RDN;CXRD	Victoria;Highlands;Langford;Central Saanich;Lantzville;Oak Bay;Qualicum Beach;View Royal;Colwood;North Saanich;Sidney;Metchosin;Parksville;Esquimalt;North Cowichan;Saanich;Ladysmith;Nanaimo;Duncan	CDFmm/00					Terrestrial Realm - Hydrogenic Group (H): Vernal Pool Class (Hv)	N	Y		
Myrica gale / Carex sitchensis		Sweet Gale / Sitka Sedge		 	CEBC003038	G3		S2	July 14, 2004	July 14, 2004	 	 	Red	 	Central and North Coast LUO;Haida Gwaii LUO;South Central Coast LUO	CBR;CNS;CPR;DIE;FRL;GEL;HEL;HES;JDF;JOS;KIR;LIM;MEM;NAL;NAM;NBR;NCF;NIM;NPR;NSM;NWC;OUF;QCR;QCS;SBR;SGI;SKP;SOG;SPR;THH;VIS;WIM						 		Ecological Community		 	Plant Community	 	 	 	 	DCK;DCR;DKM;DNC;DNI;DQC;DSC;DSI;DSQ;DSS	1;2;5;6	MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SCRD;SLRD;MWRD;CCRD;SQCRD;KSRD;SKRD;FVRD	Delta;Stewart;Lake Cowichan;Sayward;Victoria;Highlands;Cumberland;Langford;Richmond;Gibsons;Mission;Sooke;Bowen Island;Central Saanich;Langley (City);Lantzville;Pitt Meadows;Chilliwack;Oak Bay;Qualicum Beach;Langley (District);Abbotsford;Surrey;White Rock;View Royal;Comox;Colwood;North Saanich;Sidney;Metchosin;Vancouver;Parksville;Campbell River;Courtenay;Powell River;Sechelt;Burnaby;Esquimalt;North Cowichan;Port Alberni;New Westminster;Saanich;Ladysmith;Nanaimo;Prince Rupert;Duncan;West Vancouver;Port Edward;Maple Ridge;Gold River	CDFmm/Wf52;CWHmm1/Wf52;CWHmm2/Wf52;CWHvh2/Wf52;CWHwm/Wf52;CWHxm1/Wf52;CWHxm2/Wf52					Wetland Realm - Peatland Group: Fen Wetland Class (Wf)		N		
Myrinia pulvinata		 		MYRIPUL	NBMUS4T010	G4G5	April 26, 1991	S1S2	April 29, 2015	March 31, 2011	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Hypnales	Myriniaceae	DPG	7;9	FFRD	 	BWBSmw;SBSmh		Native	Regularly occurring		 	N	Y		
Myurella sibirica		 		MYURSIB	NBMUS4U020	G5	February 24, 2015	S2	April 29, 2015	March 31, 2011	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Hypnales	Pterigynandraceae	DFN;DSS_C	6;9	KSRD;NRRD	 	CWH;SWB		Native	Regularly occurring		 	N	Y		
Neoholmgrenia andina	Camissonia andina	Andean Evening-primrose		NEOHAND	PDONA03010	G4	July 17, 1986	S1	April 30, 2019	April 30, 1996	 	 	Red	 		 						2 - May be at risk (2010)		Vascular Plant	dicots	Species	Plantae	Anthophyta	Dicotyledoneae	Myrtales	Onagraceae	DOS	8	OSRD	 	BGxh	Vernal Pools/Seasonal Seeps;Grassland;Sagebrush Steppe	Native	Regularly occurring		 	N	Y		
Neoorthocaulis binsteadii	Barbilophozia binsteadii	 		BARBBIN	NBHEP0E040	G4	March 08, 1991	SH	April 29, 2015	April 29, 2015	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Hepatophyta	Jungermanniopsida	Jungermanniales	Anastrophyllaceae	 	 	 	 	 		Native	Regularly occurring		 		N		
Neotamias minimus selkirki	Tamias minimus selkirki	Least Chipmunk, Selkirki Subspecies		M-NEMI-SE	AMAFB02023	G5T1	April 05, 2016	S1	December 08, 2006	February 27, 2003	 	 	Red	 		 						 		Vertebrate Animal	mammals	Subspecies	Animalia	Craniata	Mammalia	Rodentia	Sciuridae	DKL;DRM	4	EKRD;CKRD	 	ESSF;IMA	Talus;Avalanche Track;Meadow;Krummholtz;Alpine/Subalpine Meadow	Native	Regularly occurring		 	Y	Y		
Neotamias ruficaudus ruficaudus	Tamias ruficaudus ruficaudus	Red-tailed Chipmunk, Ruficaudus Subspecies		M-NERU-RU	AMAFB02131	G4G5T4	April 04, 2016	S2	December 08, 2006	November 30, 1995	 	 	Red	 		 						 		Vertebrate Animal	mammals	Subspecies	Animalia	Craniata	Mammalia	Rodentia	Sciuridae	DRM	4	EKRD	Elkford;Sparwood	ESSF	Talus;Meadow;Conifer Forest - Moist/wet;Mixed Forest (deciduous/coniferous mix);Krummholtz;Alpine/Subalpine Meadow	Native	Regularly occurring		 	N	Y		
Niebla cephalota		Northern seafog		NIEBCEP	NLTES36600	G4	August 08, 2017	S2	March 30, 2018	March 30, 2018	 	 	Red	 		 						 		Fungus		Species	Plantae	Ascomycota	Lecanoromycetes	Lecanorales	Ramalinaceae	 	 	 	 	 		Native	Regularly occurring		 	N	Y		
Notropis hudsonius		Spottail Shiner		F-NOHU	AFCJB28550	G5	August 18, 2015	S1S2	May 15, 2019	May 10, 2010	 	 	Red	 		 						4 - Secure (2005)		Vertebrate Animal	ray-finned fishes	Species	Animalia	Craniata	Actinopterygii	Cypriniformes	Cyprinidae	DFN;DPC	9	PRRD;NRRD	Northern Rockies;Taylor	BWBS		Native	Regularly occurring		 	N	Y		
Numenius phaeopus		Whimbrel		B-WHIM	ABNNF07020	G5	April 09, 2016	S1S2B	June 28, 2019	June 28, 2019	 	 	Red	 		 			Y			3 - Sensitive (2005)		Vertebrate Animal	birds	Species	Animalia	Craniata	Aves	Charadriiformes	Scolopacidae	 	 	 	 	 		Native	Regularly occurring	Y	 	N	N		
Nycticorax nycticorax		Black-crowned Night-heron		B-BCNH	ABNGA11010	G5	April 09, 2016	S1	March 05, 2015	January 14, 2013	 	 	Red	 		 			Y			4 - Secure (2005)		Vertebrate Animal	birds	Species	Animalia	Craniata	Aves	Pelecaniformes	Ardeidae	DCK	2	MVRD	 	BG;CDF;CWH;ICH;IDF;PP	Swamp;Marsh;Riparian Shrub;Stream/River;Pasture/Old Field;Cultivated Field;Hedgerow;Shrub - Natural;Urban/Suburban;Pond/Open Water	Native	Regularly occurring	Y	 	N	Y		
Nymphaea leibergii		Small White Waterlily		NYMPLEI	PDNYM050J0	G5	August 26, 2016	SH	April 30, 2019	April 30, 2019	 	 	Red	 		 						4 - Secure (2010)		Vascular Plant	dicots	Species	Plantae	Anthophyta	Dicotyledoneae	Nymphaeales	Nymphaeaceae	DMK	7	FFRD	 	SBSmk	Fen;Lake;Pond/Open Water	Native	Regularly occurring		 	N	Y		
Octogomphus specularis		Grappletail		OD-OCTSPE	IIODO89010	G4	June 15, 2016	S2	February 20, 2015		 	 	Red	 		 						2 - May be at risk (2005)		Invertebrate Animal	insects	Species	Animalia	Mandibulata	Insecta	Odonata	Gomphidae	DCK	2	MVRD;FVRD	Kent;Pitt Meadows;Chilliwack;Maple Ridge	CWH	Riparian Forest;Riparian Shrub;Stream/River	Native	Regularly occurring		 	N	Y		
Oedipodium griffithianum		 		OEDIGRI	NBMUS50010	G5	December 31, 1994	S1	April 29, 2015	April 29, 2015	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Funariales	Oedipodiaceae	DNI;DQC	1;6	MWRD;SQCRD	 	CWH;MH		Native	Regularly occurring		 	N	Y		
Oeneis alberta		Alberta Arctic		LE-OENALB	IILEPP1060	G5	September 13, 2015	S2	March 31, 2013	November 20, 2006	 	 	Red	 		 						6 - Not Assessed (2000)		Invertebrate Animal	insects	Species	Animalia	Mandibulata	Insecta	Lepidoptera	Nymphalidae	DPC	9	PRRD	 	BWBS	Grassland	Native	Regularly occurring		 	N	Y		
Oeneis philipi	Oeneis rosovi	Philip's Arctic		LE-OENPHI	IILEPP1140	G3G5	March 16, 2009	S1S3	March 31, 2013	January 15, 2007	 	 	Red	 		 						6 - Not Assessed (2000)		Invertebrate Animal	insects	Species	Animalia	Mandibulata	Insecta	Lepidoptera	Nymphalidae	DFN	9	NRRD	Northern Rockies	BWBS;SWB	Bog;Conifer Forest - Dry	Native	Regularly occurring		 	N	Y		
Oeneis polixenes yukonensis		Polixenes Arctic, Yukonensis Subspecies		LE-OENPOL-YU	IILEPP1113	G5T5	September 01, 1998	S1S3	March 31, 2013	January 15, 2007	 	 	Red	 		 						 		Invertebrate Animal	insects	Subspecies	Animalia	Mandibulata	Insecta	Lepidoptera	Nymphalidae	DSS_C	6	SKRD	 	BAFA	Tundra	Native	Regularly occurring		 	N	Y		
Oenothera pallida ssp. pallida		Pale Evening-primrose		OENOPAL1	PDONA0C0Y2	G5T4Q	August 05, 1991	S2	April 30, 2019	April 30, 2019	 	 	Red	 		 						 		Vascular Plant	dicots	Subspecies	Plantae	Anthophyta	Dicotyledoneae	Myrtales	Onagraceae	DOS;DSQ	2;8	OSRD	 	BGxh;CWHds	Sagebrush Steppe;Antelope-brush Steppe	Native	Regularly occurring		 	N	Y		
Oenothera suffrutescens	Gaura coccinea	Scarlet Gaura		GAURCOC	PDONA08060	G5	May 16, 2016	S2	April 30, 2019	April 29, 2015	 	 	Red	 		 						4 - Secure (2010)		Vascular Plant	dicots	Species	Plantae	Anthophyta	Dicotyledoneae	Myrtales	Onagraceae	DKA;DOS;DRM	3;4;8	EKRD;TNRD;OSRD	 	BGxh;BGxw;IDFdm;IDFun;MSdk;PPxh	Grassland;Sagebrush Steppe	Native	Regularly occurring		 	N	Y		
Olsynium douglasii var. inflatum		Satinflower		OLSYDOU2	PMIRI0T012	G4G5T3T4	July 06, 2004	S1?	March 30, 2017	March 30, 2017	 	 	Red	 		 						 		Vascular Plant	monocots	Variety	Plantae	Anthophyta	Monocotyledoneae	Liliales	Iridaceae	DAB;DKA;DOS	3;4	CKRD;TNRD;CSRD	 	ICHdw;IDFmw;IDFxh	Grassland;Sagebrush Steppe;Conifer Forest - Dry	Native	Regularly occurring		 	N	Y		
Omus audouini		Audouin's Night-stalking Tiger Beetle		CO-OMUAUD	IICOL0D040	G5	June 03, 2008	S1	March 31, 2017	March 31, 2017	T (Nov 2013)	 	Red	 		 				1-T (Jun 2018)		2 - May be at risk (2005)		Invertebrate Animal	insects	Species	Animalia	Mandibulata	Insecta	Coleoptera	Carabidae	DCK;DSI	1;2	MVRD;CRD	Delta;Highlands;Central Saanich;Surrey;White Rock;Saanich;Vernon;Oliver	CDF;CWH		Native	Regularly occurring		 	N	Y		
Oncorhynchus mykiss pop. 46		Steelhead Trout - Thompson River Population		F-ONMY-46	AFCHA0213M	G5TNR		S1	April 29, 2019	May 15, 2019	E (Jan 2018)	Emergency Listing	Red	 		 						 		Vertebrate Animal	ray-finned fishes	Population	Animalia	Craniata	Actinopterygii	Salmoniformes	Salmonidae	 	 	 	 	 		Native	Regularly occurring		 	Y	Y		
Oncorhynchus mykiss pop. 47		Steelhead Trout - Chilcotin River Population		F-ONMY-47	AFCHA0213N	G5TNR		S1	April 29, 2019	May 15, 2019	E (Jan 2018)	Emergency Listing	Red	 		 						 		Vertebrate Animal	ray-finned fishes	Population	Animalia	Craniata	Actinopterygii	Salmoniformes	Salmonidae	 	 	 	 	 		Native	Regularly occurring		 	Y	Y		
Orcinus orca pop. 2		Killer Whale (Northeast Pacific Offshore Population)		M-OROR-02	AMAGE07013	G4G5TUQ	October 28, 1998	S2	March 18, 2011	March 18, 2011	T (Nov 2008)	 	Red	 		 				1-T		 		Vertebrate Animal	mammals	Population	Animalia	Craniata	Mammalia	Cetacea	Delphinidae	 	 	 	 	 	Pelagic	Native	Regularly occurring		 	N	N	Unable to map as there are no defined locations for this population. As well, it occurs further offshore than our mapping is set up to do accurately.	
Orcinus orca pop. 3		Killer Whale (Northeast Pacific Transient Population)	Bigg's Orca;Killer Whale (West Coast Transient Population)	M-OROR-03	AMAGE07014	G4G5T3Q	October 28, 1998	S2	March 18, 2011	January 28, 2002	T (Nov 2008)	 	Red	 		 				1-T (Jun 2003)		 		Vertebrate Animal	mammals	Population	Animalia	Craniata	Mammalia	Cetacea	Delphinidae	 	 	 	 	 	Subtidal Marine;Sheltered Waters - Marine;Pelagic	Native	Regularly occurring		 	N	Y		
Orcinus orca pop. 5		Killer Whale (Northeast Pacific Southern Resident Population)		M-OROR-05	AMAGE07018	G4G5T1	December 06, 2005	S1	March 18, 2011	March 18, 2011	E (Nov 2008)	 	Red	 		 				1-E (Jun 2003)		 		Vertebrate Animal	mammals	Population	Animalia	Craniata	Mammalia	Cetacea	Delphinidae	 	 	 	 	 	Subtidal Marine;Sheltered Waters - Marine;Pelagic	Native	Regularly occurring		 	N	Y	There is still some difficulty in determining how to best map these populations; however once that is established we will begin mapping.	
Orcinus orca pop. 6	Orcinus orca pop. 1	Killer Whale (Northeast Pacific Northern Resident Population)		M-OROR-06	AMAGE07019	G4G5T2	August 11, 2006	S2	March 18, 2011	March 18, 2011	T (Nov 2008)	 	Red	 		 				1-T (Jun 2003)		 		Vertebrate Animal	mammals	Population	Animalia	Craniata	Mammalia	Cetacea	Delphinidae	 	 	 	 	 	Subtidal Marine;Sheltered Waters - Marine;Pelagic	Native	Regularly occurring		 	N	Y	There is still some difficulty in determining how to best map these populations; however once that is established we will begin mapping.	
Oreas martiana		 		OREAMAR	NBMUS53010	G5?	September 17, 1997	S2	April 29, 2015	March 31, 2011	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Dicranales	Dicranaceae	DFN;DSS_C	9	KSRD;SKRD;NRRD	 	BAFA;ICH		Native	Regularly occurring		 	N	Y		
Oreoscoptes montanus		Sage Thrasher		B-SATH	ABPBK04010	G4	April 09, 2016	S1B	March 05, 2015	June 30, 1998	E (Nov 2010)	 	Red	Y (May 2004)		 			Y	1-E (Jun 2003)		1 - At Risk (2005)		Vertebrate Animal	birds	Species	Animalia	Craniata	Aves	Passeriformes	Mimidae	DCS;DKA;DOS	3;8	TNRD;OSRD	 	BG;CDF;CWH;ICH;IDF;PP	Sagebrush Steppe	Native	Regularly occurring	Y	 	N	Y		
Orobanche ludoviciana var. ludoviciana		Prairie Broomrape		OROBLUD1	PDORO04074	G5TNR		S2?	April 30, 2019	March 31, 2018	 	 	Red	 		 						 		Vascular Plant	dicots	Variety	Plantae	Anthophyta	Dicotyledoneae	Scrophulariales	Orobanchaceae	DRM	4	EKRD	 	IDFdm;IDFxk;PPdh		Native	Regularly occurring		 	N	Y		
Orobanche pinorum		Pine Broomrape		OROBPIN	PDORO040B0	G4	May 13, 2016	S1S2	April 30, 2019	April 30, 2019	 	 	Red	 		 						2 - May be at risk (2010)		Vascular Plant	dicots	Species	Plantae	Anthophyta	Dicotyledoneae	Scrophulariales	Orobanchaceae	DSI	1	CVRD	 	CDFmm;CWHmm;CWHxm	Conifer Forest - Mesic (average);Conifer Forest - Moist/wet	Native	Regularly occurring		 	N	Y		
Orthocarpus barbatus		Grand Coulee Owl-clover		ORTHBAR	PDSCR1H020	G2G3	January 30, 2008	S2	April 30, 2019	October 30, 2007	E (May 2005)	 	Red	 		 				1-E (Aug 2006)		1 - At Risk (2010)		Vascular Plant	dicots	Species	Plantae	Anthophyta	Dicotyledoneae	Scrophulariales	Scrophulariaceae	DOS	8	OSRD	 	BGxh;IDFxh;PPxh	Rock/Sparsely Vegetated Rock;Sagebrush Steppe	Native	Regularly occurring		 	N	Y		
Orthocarpus bracteosus		Rosy Owl-clover		ORTHBRA	PDSCR1H030	G3?	February 01, 1998	S1	April 30, 2019	October 06, 2000	E (May 2004)	 	Red	 		 		Y		1-E (Jul 2005)		1 - At Risk (2010)		Vascular Plant	dicots	Species	Plantae	Anthophyta	Dicotyledoneae	Scrophulariales	Scrophulariaceae	DSI	1	CRD	 	CDFmm	Pasture/Old Field;Meadow;Grassland;Garry Oak Maritime Meadow	Native	Regularly occurring		 	N	Y		
Orthocarpus imbricatus		Mountain Owl-clover		ORTHIMB	PDSCR1H0E0	G5	January 16, 1990	S1	April 30, 2019	July 25, 1986	 	 	Red	 		 						2 - May be at risk (2010)		Vascular Plant	dicots	Species	Plantae	Anthophyta	Dicotyledoneae	Scrophulariales	Scrophulariaceae	DSI	1	CVRD;RDN	 	MHmm	Cliff;Rock/Sparsely Vegetated Rock;Talus;Meadow;Grassland	Native	Regularly occurring		 	N	Y		
Orthotrichum hallii		 		ORTHHAL	NBMUS560D0	G4	February 27, 2002	S2	April 29, 2015	March 31, 2011	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Bryophyta	Bryopsida	Orthotrichales	Orthotrichaceae	DOS	3;8	TNRD;OSRD	 	PP		Native	Regularly occurring		 	N	Y		
Packera ogotorukensis	Senecio ogotorukensis	Ogotoruk Creek Butterweed		PACKOGO	PDAST8H3S0	G3G5	August 26, 2016	SH	April 30, 2019	April 30, 2019	 	 	Red	 		 						4 - Secure (2010)		Vascular Plant	dicots	Species	Plantae	Anthophyta	Dicotyledoneae	Asterales	Asteraceae	DSS_C	6	KSRD;SKRD	 	BAFA;BWBSvk;CMA	Stream/River;Cliff;Rock/Sparsely Vegetated Rock;Talus;Tundra;Gravel Bar	Native	Regularly occurring		 	N	Y		
Pannaria rubiginosa		Considerable gingerbread		PANNRUB	NLLEC1N090	G4G5	June 30, 2006	S2	April 29, 2019	April 30, 2010	 	 	Red	 		 						 		Fungus		Species	Plantae	Ascomycota	Lecanoromycetes	Peltigerales	Pannariaceae	DQC;DSI;DSQ	1;2;6	RDN;ACRD;SLRD;SQCRD	 	CWHds;CWHvh;CWHwh;CWHxm		Native	Regularly occurring		 	N	Y		
Papaver pygmaeum	Papaver alpinum	Dwarf Poppy		PAPAPYG	PDPAP0H0G0	G3	August 01, 2016	S2	April 30, 2019	December 15, 2003	 	 	Red	 		 						3 - Sensitive (2010)		Vascular Plant	dicots	Species	Plantae	Anthophyta	Dicotyledoneae	Papaverales	Papaveraceae	DRM	4	EKRD	 	ESSFdk;ESSFdkp;ESSFdkw;IMA	Rock/Sparsely Vegetated Rock;Talus;Tundra;Fellfield	Native	Regularly occurring		 	N	Y		
Papilio indra		Indra Swallowtail		LE-PAPIND	IILEP94100	G5	August 14, 2009	S1	March 31, 2013	January 15, 2007	 	 	Red	 		 						6 - Not Assessed (2000)		Invertebrate Animal	insects	Species	Animalia	Mandibulata	Insecta	Lepidoptera	Papilionidae	DCK	2;8	FVRD	 	CWH;ESSF;IDF;IMA;MH;MS	Rock/Sparsely Vegetated Rock	Native	Regularly occurring		 	N	Y		
Papilio machaon dodi		Old World Swallowtail, Dodi Subspecies		LE-PAPMAC-DO	IILEP94084	G5T4T5	January 31, 2003	S1	March 31, 2013	January 15, 2007	 	 	Red	 		 						 		Invertebrate Animal	insects	Subspecies	Animalia	Mandibulata	Insecta	Lepidoptera	Papilionidae	DRM	4	EKRD	Cranbrook;Canal Flats;Kimberley	ESSF;ICH;IDF;MS;PP	Grassland;Sagebrush Steppe	Native	Regularly occurring		 	N	Y		
Papilio machaon hudsonianus		Old World Swallowtail, Hudsonianus Subspecies		LE-PAPMAC-HU	IILEP94085	G5T5	June 14, 2016	S1S3	March 31, 2013	January 15, 2007	 	 	Red	 		 						 		Invertebrate Animal	insects	Subspecies	Animalia	Mandibulata	Insecta	Lepidoptera	Papilionidae	DPC	9	PRRD;NRRD	Northern Rockies	ESSF;MS;SBS	Bog;Conifer Forest - Moist/wet	Native	Regularly occurring		 	N	Y		
Papilio machaon pikei	Papilio bairdii pikei	Old World Swallowtail, pikei subspecies		LE-PAPMAC-PI	IILEP94081	G5T3	November 29, 2000	S2?	March 31, 2013	March 31, 2013	 	 	Red	 		 						 		Invertebrate Animal	insects	Subspecies	Animalia	Mandibulata	Insecta	Lepidoptera	Papilionidae	DPC	9	PRRD	Taylor;Hudsons Hope;Fort St. John	BWBS	Grassland	Native	Regularly occurring		 	N	Y		
Parnassius phoebus		Phoebus Parnassian		LE-PARPHO	IILEP90030	G5	August 16, 2009	S1S3	March 31, 2013	January 15, 2007	 	 	Red	 		 						6 - Not Assessed (2000)		Invertebrate Animal	insects	Species	Animalia	Mandibulata	Insecta	Lepidoptera	Papilionidae	DSS_C	6	SKRD	 	BAFA;CWH;MH;SWB	Tundra	Native	Regularly occurring		 	N	Y		
Parrya nudicaulis		Northern Parrya		PARRNUD	PDBRA1Z020	G5	May 13, 2016	SH	April 29, 2015	April 30, 1996	 	 	Red	 		 						4 - Secure (2010)		Vascular Plant	dicots	Species	Plantae	Anthophyta	Dicotyledoneae	Capparales	Brassicaceae	DSS_C	6	SKRD	 	BAFA;CMA	Rock/Sparsely Vegetated Rock;Tundra;Meadow	Native	Regularly occurring		 	N	Y		
Pelecanus erythrorhynchos		American White Pelican		B-AWPE	ABNFC01010	G4	April 09, 2016	S1B	March 05, 2015	June 01, 1996	NAR (May 1987)	 	Red	Y (Jun 2006)		 	Endangered					3 - Sensitive (2005)		Vertebrate Animal	birds	Species	Animalia	Craniata	Aves	Pelecaniformes	Pelecanidae	DCC;DCH;DJA;DPG;DQU;DVA	5;7	CBRD;BNRD	 	BG;BWBS;CDF;CWH;ICH;IDF;MS;PP;SBPS;SBS	Marsh;Stream/River;Lake;Intertidal Marine;Subtidal Marine;Beach;Pond/Open Water;Sheltered Waters - Marine	Native	Regularly occurring	Y	 	N	Y		
Pellaea glabella ssp. occidentalis		Western Dwarf Cliffbrake		PELLGLA4	PPADI0H061	G5T4	November 01, 2011	S2?	March 31, 2018	March 31, 2018	 	 	Red	 		 						 		Vascular Plant	ferns	Subspecies	Plantae	Filicinophyta	Filicopsida	Filicales	Pteridaceae	DCO	4	 	 	IMAun	Cliff	Native	Regularly occurring		 	N	Y		
Pellia epiphylla		 		PELLEPI	NBHEP2H020	G5T5	April 03, 2018	S2	April 29, 2015	April 29, 2015	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Hepatophyta	Jungermanniopsida	Metzgeriales	Pelliaceae	 	 	 	 	 		Native	Regularly occurring		 		Y		
Peltigera castanea		Chestnut pelt		PELTCAS	NLVER00210	GNR		S1	April 29, 2019	April 30, 2010	 	 	Red	 		 						 		Fungus		Species	Plantae	Ascomycota	Lecanoromycetes	Peltigerales	Peltigeraceae	 	 	 	 	 		Native	Regularly occurring		 	N	Y		
Peltigera gowardii	Hydrothyria venosa	Northwest Waterfan		PELTGOW	NLVER00460	G3G4	September 04, 2013	S2	April 29, 2019	April 29, 2019	SC (Nov 2013)	 	Red	 		 				1-SC (Feb 2018)		 		Fungus		Species	Plantae	Ascomycota	Lecanoromycetes	Peltigerales	Peltigeraceae	DHW;DKM;DSQ;DSS_B	2;3;6	SLRD;TNRD;BNRD	 	 		Native	Regularly occurring		 	N	Y		
Peltolepis quadrata		 		PELTQUA	NBHEP2J010	G4	August 19, 1998	S2	April 29, 2015	April 29, 2015	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Hepatophyta	Marchantiopsida	Marchantiales	Cleveaceae	 	 	 	 	 		Native	Regularly occurring		 		Y		
Peltula euploca		Powder-lined rock-olive		PELTEUP	NLLEC5Z010	G4G5	June 17, 2002	S1S3	April 29, 2019	April 29, 2019	 	 	Red	 		 						 		Fungus		Species	Plantae	Ascomycota	Lichinomycetes	Lichinales	Peltulaceae	DOS	8	TNRD	 	BGxh		Native	Regularly occurring		 	N	Y		
Penstemon nitidus var. nitidus	Penstemon nitidus	Shining Penstemon		PENSNIT1	PDSCR1L491	G5T5	July 12, 2016	S2?	April 30, 2019	April 30, 2019	 	 	Red	 		 						 		Vascular Plant	dicots	Variety	Plantae	Anthophyta	Dicotyledoneae	Scrophulariales	Scrophulariaceae	DRM	4	EKRD	 	MSdk	Grassland	Native	Regularly occurring		 	N	Y		
Phacelia lyallii		Lyall's Phacelia		PHACLYA	PDHYD0C2T0	G3G4	July 15, 2016	S2	April 30, 2019	April 30, 2019	 	 	Red	 		 						3 - Sensitive (2010)		Vascular Plant	dicots	Species	Plantae	Anthophyta	Dicotyledoneae	Solanales	Hydrophyllaceae	DCO;DRM	4	EKRD	 	ESSFdk;IMA	Rock/Sparsely Vegetated Rock;Tundra	Native	Regularly occurring		 	N	Y		
Phacelia ramosissima var. ramosissima	Phacelia ramosissima	Branched Phacelia		PHACRAM1	PDHYD0C413	G5?TNR		S2	April 30, 2019	April 30, 2019	E (May 2005)	 	Red	 		 				1-E (Aug 2006)		 		Vascular Plant	dicots	Variety	Plantae	Anthophyta	Dicotyledoneae	Solanales	Hydrophyllaceae	DOS	8	OSRD	 	BGxh;IDFxh;PPxh	Cliff;Rock/Sparsely Vegetated Rock;Talus	Native	Regularly occurring		 	N	Y		
Phacelia sericea ssp. ciliosa		Silky Phacelia		 	PDHYD0C4A1	G5T5	June 06, 2001	S1S2			 	 	Red	 		 						 		Vascular Plant	dicots	Subspecies	Plantae	Anthophyta	Dicotyledoneae	Solanales	Hydrophyllaceae	DAB	 	 	 	ESSFwcp		Native	Regularly occurring		 		Y		
Phaeoceros oreganus		 		 	NBANT03040	GNRQ		S1S2	March 31, 2018	March 31, 2018	 	 	Red	 		 						 		Nonvascular Plant		Species	Plantae	Anthocerotophyta	Anthocerotopsida	Notothyladales	Notothyladaceae	 	 	 	 	 		Native	Regularly occurring		 		N		
Phaeophyscia hispidula		Whiskered shadow		PHAEHIS	NLTEL0G010	G4G5	July 30, 1991	S2	April 30, 2010	April 30, 2010	 	 	Red	 		 						 		Fungus		Species	Plantae	Ascomycota	Lecanoromycetes	Lecanorales	Physciaceae	 	 	 	 	 		Native	Regularly occurring		 	N	Y		
